Longitude,Latitude,condensing_tower,chimney,power_plant_unit,total_score,probs0,probs1,preds
115.9834797,36.97203556,0.299804252,0.199919832,0.497410595,0.99713468,0.05536684,0.944633186,1
118.0820948,37.29703708,0.299901688,0.199881721,0.495813131,0.99559654,0.055356614,0.944643378,1
117.7758544,37.96567092,0.299726808,0,0.694886193,0.994613001,0.077784039,0.922215939,1
120.811363,37.33227778,0.299646217,0.197220218,0.496287465,0.9931539,0.055312544,0.944687426,1
116.3901996,37.44905771,0.299888885,0.199110758,0.493417412,0.992417055,0.055327624,0.944672406,1
118.5396785,37.04612729,0.42381805,0.186525261,0.379446983,0.989790294,0.047430772,0.952569187,1
119.2299006,36.64557665,0.366948575,0,0.61727187,0.984220445,0.021207035,0.978792965,1
118.5281989,36.80671569,0.250678781,0.370691063,0.359183878,0.980553722,0.000201572,0.999798477,1
117.2227301,37.74844008,0,0.176415038,0.80404672,0.980461758,0.066684656,0.933315277,1
116.0522676,36.47142639,0.298803627,0.196990657,0.48426193,0.980056214,0.055219173,0.944780827,1
117.9454716,35.38030881,0.299692976,0.199862885,0.47888431,0.978440171,0.055241108,0.944758952,1
116.975621,35.61719372,0,0.19136039,0.786104798,0.977465189,0.065061443,0.93493855,1
117.8496652,36.62510562,0.293295461,0.199517608,0.484208494,0.977021563,0.055200092,0.9447999,1
118.5362203,37.04589439,0.299881428,0.182105815,0.492063671,0.974050915,0.055050995,0.944948971,1
117.8430212,36.47425945,0.296898329,0.199659765,0.47126016,0.967818254,0.004755234,0.995244801,1
118.2229038,36.80076518,0.299827445,0.263371113,0.403278738,0.966477296,0.054223359,0.945776582,1
119.9876081,35.83674712,0.299896431,0.187732244,0.478460401,0.966089076,0.055053934,0.944945991,1
118.19718,35.7855095,0.393224893,0.272025079,0.294598818,0.95984879,0.000742031,0.999257982,1
118.0122115,35.28435278,0.299748337,0.206691572,0.448194265,0.954634174,0.000849538,0.999150515,1
116.7452543,36.56806725,0.29866004,0.257826569,0.396712244,0.953198852,0.054374795,0.945625186,1
116.0062942,36.45877165,0,0.372154233,0.580773413,0.952927647,0.001523834,0.998476207,1
117.4112355,37.0155568,0.299708641,0.193124723,0.457088768,0.949922132,0.055004545,0.944995403,1
120.1962164,35.98126534,0.29956736,0.271343695,0.377885938,0.948796992,0.107453622,0.892546415,1
118.4599988,37.55703722,0.299760264,0.154670947,0.494271457,0.948702669,0.000984777,0.999015212,1
116.189905,36.84460705,0.517442397,0,0.430739254,0.94818165,0.000917363,0.999082685,1
120.4430013,36.86848936,0.29979279,0.151872277,0.495993078,0.947658145,0.054619756,0.945380211,1
115.5283404,35.23833148,0,0.154444456,0.793111226,0.947555682,0.001406193,0.998593748,1
116.2430222,37.46274954,0,0.199587595,0.744478375,0.94406597,0.066823207,0.933176816,1
118.7687065,35.57552904,0.299505615,0,0.641195759,0.940701374,0.112964399,0.887035608,1
118.6111806,35.75958591,0.423052604,0.16643666,0.349380642,0.938869906,0.101348929,0.898651123,1
119.1329787,37.01609041,0.299825335,0.175201056,0.461246192,0.936272583,0.055672411,0.944327533,1
118.2009059,37.51506589,0.299748874,0.177938938,0.458008945,0.935696757,0.006002765,0.993997216,1
116.5560499,35.39345808,0.5998566,0,0.330002367,0.929858968,0.042374305,0.957625747,1
119.2253294,36.04275524,0.350766013,0.125414956,0.451553375,0.927734343,0.010977951,0.989022017,1
120.3206129,36.30885462,0.299513555,0.148291218,0.47396934,0.921774113,0.05444378,0.945556223,1
116.2798333,35.36282437,0,0.092767906,0.827630579,0.920398486,0.084750548,0.915249467,1
117.2017328,36.20348808,0.299881357,0.197580361,0.421721965,0.919183683,0.054860476,0.945139587,1
120.3873636,36.05512291,0.206821152,0.225257701,0.486731604,0.918810457,0.264184624,0.735815465,1
116.6645679,35.42524343,0.299881572,0.226863117,0.391405702,0.91815039,0.054986082,0.94501394,1
116.7864688,35.75081472,0.299802464,0.184660363,0.43341881,0.917881638,0.054736003,0.945263982,1
116.0143173,36.4816792,0.424055505,0.255704205,0.237540364,0.917300074,0.059222843,0.940777183,1
119.1511171,36.63543185,0.423819896,0,0.493238688,0.917058583,0.049265344,0.950734675,1
117.0529214,36.03217525,0.51325244,0.171793103,0.230809912,0.915855456,0.003371241,0.996628702,1
116.2231908,36.88312389,0.423877907,0,0.491959542,0.915837449,0.049266048,0.95073396,1
117.0866598,36.70712171,0,0.291634542,0.623604596,0.915239138,0.022436572,0.977563441,1
115.6823771,36.25450423,0.295392108,0.127366447,0.49062258,0.913381135,0.054540318,0.945459664,1
117.1206653,35.06833447,0.267089349,0.153005731,0.488108814,0.908203894,0.054502726,0.945497274,1
120.4710436,37.59277956,0.445811817,0.16451683,0.295737535,0.906066183,0.000170269,0.99982965,1
118.706157,36.86111386,0.423715317,0.121875418,0.358652264,0.904242999,0.146035984,0.853964031,1
116.0303189,35.80959067,0.299364656,0.182651758,0.421330333,0.903346747,0.054629173,0.945370793,1
121.1254255,37.69460671,0.2913598,0.178523314,0.43073225,0.900615364,0.113644816,0.886355162,1
116.6611371,35.35910612,0.423964822,0,0.47604391,0.900008732,0.049276166,0.950723827,1
115.5220531,35.2642368,0,0.139074934,0.754452735,0.893527669,0.078944191,0.921055794,1
117.809923,37.1615964,0.423875593,0,0.469264239,0.893139832,0.002536013,0.997463942,1
117.8361262,36.81732227,0.423792091,0.130005872,0.338929862,0.892727825,0.002991633,0.997008383,1
117.6818096,36.13332527,0.424154179,0,0.467422605,0.891576784,0.092002027,0.907997966,1
118.5073803,37.01275192,0.423292247,0,0.463755697,0.887047944,0.002574465,0.997425497,1
120.2511694,36.26421408,0.299194604,0,0.584910989,0.884105593,0.203947932,0.796052039,1
118.6984429,36.85823328,0.538313565,0,0.342872441,0.881186005,0.116561219,0.883438766,1
116.1521446,36.35418594,0.487346698,0.100427461,0.292290956,0.880065114,0.004086631,0.995913327,1
118.5477619,36.971791,0.299350744,0.096115551,0.482527643,0.877993939,0.054862991,0.945137024,1
117.6952201,36.92836471,0,0.28395241,0.593456894,0.877409304,0.00611634,0.993883669,1
116.9548824,36.63601363,0,0.168993425,0.707546502,0.876539928,0.07644891,0.923551083,1
115.553376,34.83257909,0.298457336,0.199274254,0.378667355,0.876398945,0.054613505,0.945386469,1
121.6157754,37.39744262,0.299839014,0.086800474,0.4896833,0.876322788,0.054657612,0.945342362,1
117.1291333,36.17350199,0.299555629,0.113567317,0.460765898,0.873888844,0.054691672,0.945308268,1
121.4988479,36.90048651,0.423623078,0,0.445539117,0.869162195,0.049296323,0.950703681,1
122.0201042,37.40894788,0.370417124,0,0.494314536,0.864731661,0.053780496,0.946219504,1
118.1168317,36.92254698,0,0.086527771,0.778140426,0.864668196,0.095070541,0.904929399,1
118.3213234,35.0493623,0.423653854,0,0.436986148,0.860640002,0.049301807,0.950698197,1
117.1027033,34.93543869,0.299902153,0.063797373,0.493976653,0.857676178,0.05521737,0.944782674,1
118.9511369,36.96817327,0.299586761,0.179622895,0.378314435,0.857524091,0.394765228,0.605234742,1
119.0398811,37.0337278,0.3635101,0,0.491637886,0.855147986,0.00283037,0.997169673,1
122.1570954,37.39968914,0.519272522,0,0.334670216,0.853942738,0.040179864,0.959820092,1
118.0799129,37.37825004,0,0.281528877,0.571122587,0.852651464,0.042800039,0.957199991,1
116.2424266,37.45225923,0,0.193838871,0.657295153,0.851134023,0.07542216,0.924577832,1
117.869433,37.1785763,0.350993859,0,0.495823622,0.846817481,0.049374279,0.950625658,1
120.4504325,36.40845995,0.299860132,0.118417454,0.42723009,0.845507675,0.054687608,0.94531244,1
115.9983363,35.44268009,0,0.189698243,0.655718327,0.84541657,0.162583947,0.837415993,1
117.8358461,36.08261488,0.424072043,0.182396352,0.224217311,0.830685706,0.058178831,0.941821158,1
116.9094593,36.80881393,0.299825656,0.193688452,0.335108131,0.82862224,0.054494198,0.945505798,1
118.8155754,35.56837287,0.299639726,0.153348434,0.373379022,0.826367182,0.054658379,0.945341647,1
117.2715616,34.8279005,0.423109452,0,0.402269572,0.825379024,0.049324978,0.950675011,1
118.1971374,36.86758887,0.416535997,0,0.404019803,0.8205558,0.049333859,0.950666189,1
120.4457501,36.23853923,0.248452771,0.185766172,0.385050327,0.81926927,0.015192281,0.98480773,1
116.6728375,36.9309055,0.406150692,0,0.41286689,0.819017582,0.000930261,0.99906975,1
117.7592251,38.10294003,0,0.185510981,0.631355882,0.816866863,0.079655543,0.920344412,1
118.4176141,37.13521412,0.37808391,0,0.434262961,0.812346871,0.049372829,0.950627208,1
116.22563,36.61371817,0,0.211154716,0.598703817,0.809858533,0.047814984,0.952184975,1
117.8960883,37.0517477,0.376116204,0,0.432620794,0.808736998,0.049376864,0.950623214,1
119.8020225,36.3897596,0.29972831,0.144384801,0.362965584,0.807078695,0.054688394,0.945311606,1
117.4825147,37.0095857,0.344366124,0,0.462305993,0.806672116,0.049406029,0.950594008,1
118.9066269,37.27032713,0.45866425,0.091899514,0.250196725,0.80076049,0.011315328,0.988684714,1
119.3776219,35.18889605,0,0.165217125,0.633606121,0.798823246,0.199820012,0.800180018,1
120.3784497,36.09260571,0.299638867,0.279954687,0.213520855,0.793114409,0.052112326,0.947887719,1
118.8473232,35.62645554,0.299950433,0,0.492593318,0.792543751,0.095953122,0.904046893,1
118.0282618,36.98115989,0,0.292965862,0.498061389,0.79102725,0.0587059,0.941294134,1
117.8339206,36.08033023,0,0.374969268,0.416041732,0.791011,0.065478094,0.934521914,1
117.054114,36.1956346,0.299881643,0.084637308,0.406429321,0.790948272,0.055903126,0.944096804,1
117.1228307,36.77405949,0,0.116075432,0.66741243,0.783487862,0.329743564,0.670256436,1
118.7728283,36.93013355,0,0.150881575,0.630710781,0.781592355,0.060921472,0.93907851,1
117.167057,36.94824323,0.299188024,0,0.48114875,0.780336773,0.097523518,0.90247643,1
121.4761741,37.42329069,0.299667817,0,0.479408979,0.779076797,0.097641282,0.902358711,1
121.5712126,37.41109713,0.299757475,0,0.478754103,0.778511578,0.097704634,0.902295291,1
117.7739713,36.91397685,0.298755312,0,0.479701877,0.778457189,0.097795285,0.902204692,1
117.7519428,36.6504704,0.423571744,0.168890059,0.18517001,0.777631812,0.046373606,0.953626394,1
117.0107606,36.60881124,0.298942977,0,0.477124155,0.776067132,0.098079875,0.901920199,1
115.9715296,35.5866594,0.299587011,0,0.476402313,0.775989324,0.098035634,0.901964366,1
117.4366755,36.89496687,0.296777809,0,0.475823909,0.772601718,0.098727264,0.901272774,1
118.801516,35.19667157,0.299632698,0.143066788,0.329219937,0.771919423,0.054621302,0.945378721,1
118.5241799,37.00276665,0.299606985,0,0.471898705,0.77150569,0.098621666,0.901378334,1
119.9210363,37.21302815,0.299715275,0,0.471480042,0.771195316,0.098653503,0.901346445,1
118.3248984,34.62667024,0.286325134,0.311013362,0.172072351,0.769410847,0.119907416,0.880092621,1
122.2099179,37.45051932,0.295669055,0.082432306,0.389831305,0.767932665,0.056472119,0.943527877,1
118.7805459,36.94241012,0,0.275420931,0.490460783,0.765881714,0.069823906,0.930176079,1
117.1681276,35.86554475,0.392779864,0.201315488,0.167484224,0.761579576,0.04781083,0.952189207,1
116.0614371,34.73810193,0.299823368,0,0.459286004,0.759109372,0.100439422,0.899560511,1
120.385331,37.36821265,0.423881295,0,0.33520323,0.759084526,0.049367074,0.95063287,1
118.4926254,36.99728939,0.299827516,0,0.458525479,0.758352995,0.100562394,0.899437666,1
116.8876509,35.94982731,0.29983272,0,0.45806396,0.75789668,0.100636341,0.899363697,1
116.4344478,36.27818028,0.419419962,0,0.33846733,0.757887292,0.008596857,0.991403162,1
118.0469354,37.46705378,0,0.261932624,0.495693356,0.75762598,0.069872357,0.930127621,1
117.7379298,36.89938827,0,0.280880448,0.474803656,0.755684104,0.069819771,0.930180192,1
115.9977896,36.45880043,0,0.270897655,0.480547041,0.751444696,0.069853522,0.930146515,1
115.9315454,36.36200056,0,0.181576269,0.568388984,0.749965252,0.003101323,0.996898651,1
119.2415721,36.64653824,0.282205993,0,0.467384547,0.74959054,0.162765726,0.837234318,1
117.5817001,36.85826192,0.266544193,0,0.482327431,0.748871625,0.051655475,0.948344529,1
116.9213799,35.32627424,0,0.280536336,0.467494965,0.7480313,0.043831773,0.956168175,1
116.4588919,37.18356798,0,0.260546777,0.487050444,0.747597221,0.069887854,0.930112123,1
120.8178213,37.29706132,0,0.086928773,0.660424739,0.747353512,0.208059281,0.791940689,1
118.5204585,36.53247802,0.299657428,0.258513899,0.187980697,0.746152024,0.055508841,0.944491208,1
119.2008662,36.48412295,0.299699467,0,0.445073396,0.744772863,0.10282705,0.897172928,1
119.5098557,35.64586006,0.280150928,0.198362446,0.26594907,0.744462444,0.044166401,0.955833614,1
116.8028316,35.32274425,0,0.280164061,0.460669398,0.740833459,0.069838777,0.930161238,1
118.0512787,37.0426805,0.121232513,0.124389505,0.492424279,0.738046297,0.094978079,0.905021906,1
120.0019081,35.94038685,0,0.256348251,0.480529994,0.736878245,0.069912247,0.930087686,1
121.2082688,37.53655692,0.257179874,0.156701764,0.322806478,0.736688116,0.150770053,0.849229991,1
119.3809646,35.19680323,0,0.140592378,0.595686629,0.736279008,0.148009643,0.851990283,1
117.1623662,36.92171495,0,0.198867905,0.536838919,0.735706824,0.088596024,0.911404014,1
116.1039506,37.19442491,0.299438077,0,0.435746491,0.735184568,0.10447257,0.895527422,1
121.9987177,37.17434899,0.290861416,0,0.443734348,0.734595764,0.051202692,0.948797286,1
119.1189044,36.74053526,0,0.338490331,0.396023422,0.734513754,0.055197194,0.944802761,1
115.1682779,34.99100893,0.29888311,0,0.431867629,0.73075074,0.105290785,0.894709289,1
121.2071046,37.57066614,0,0.310133457,0.420269877,0.730403334,0.056669232,0.943330705,1
119.3806391,36.04547394,0.29924342,0,0.430486351,0.729729772,0.105424292,0.894575715,1
121.3147874,37.53286703,0,0.253458381,0.476138592,0.729596973,0.061052933,0.938947141,1
117.7855643,36.89652162,0.297336888,0,0.430831581,0.72816847,0.105909899,0.894090056,1
116.9261871,35.32570901,0,0.258806769,0.468369484,0.727176253,0.069916174,0.930083811,1
116.7998916,37.21908006,0.299654388,0.060723084,0.366127193,0.726504666,0.057896286,0.942103684,1
116.3720802,35.99836123,0.235052557,0.294021425,0.197013378,0.72608736,0.050115805,0.949884236,1
118.6812769,37.4560916,0,0.333726238,0.391354933,0.725081172,0.033145934,0.966854095,1
120.4674985,36.14625844,0.299622685,0,0.423045486,0.722668171,0.10659492,0.89340508,1
117.7673974,34.61816932,0.423394107,0.127547836,0.171499759,0.722441702,0.002550779,0.997449219,1
117.7026899,35.86810248,0.423983168,0,0.298129708,0.722112876,0.049390838,0.950609207,1
115.8820619,35.27834901,0.297357577,0.101274347,0.320334688,0.718966612,0.113407746,0.886592269,1
118.1089868,36.93931194,0.299802679,0,0.414122015,0.713924694,0.10810215,0.891897857,1
119.5650543,37.00479135,0,0.219830097,0.493704319,0.713534416,0.070044801,0.929955184,1
119.3815207,36.93158866,0.29980554,0,0.413724244,0.713529783,0.108174972,0.89182502,1
120.4030432,36.39491392,0.299603981,0,0.413043052,0.712647033,0.108361416,0.891638577,1
119.3657324,36.85071371,0.299758834,0.164620495,0.247833014,0.712212342,0.055108435,0.944891512,1
117.4301523,35.65258598,0,0.210240259,0.501438409,0.711678668,0.000934456,0.999065578,1
115.4308481,35.28598921,0.290883905,0,0.420304835,0.71118874,0.109960914,0.890039146,1
119.0308925,37.13928976,0,0.262064097,0.44861576,0.710679857,0.069925621,0.930074394,1
118.3978942,36.42774956,0.500840575,0,0.205334023,0.706174597,0.036061645,0.963938355,1
118.6450197,37.58602673,0,0.24183082,0.462107211,0.703938031,0.069991939,0.930008113,1
115.7297629,36.86495842,0.29946658,0.161271954,0.238375455,0.699113989,0.055460788,0.944539249,1
116.6808022,36.93709634,0.227478928,0,0.47058323,0.698062158,0.042929035,0.957070947,1
117.1328513,35.91815152,0,0.199147606,0.49741137,0.696558976,0.142532974,0.857466996,1
