id,Filename,Label,Longitude,Latitude,Score,Class
163,shandong25,1,120.2133158,36.06136434,0.181934968,
164,shandong25,4,120.1533468,35.99453995,0.180531859,
165,shandong25,3,120.2069124,35.99684351,0.177088127,
166,shandong25,1,120.1822758,35.99385581,0.174155176,
167,shandong25,4,120.1914422,35.98065668,0.17318207,
168,shandong25,3,120.2083768,36.06415001,0.171956152,
169,shandong25,4,120.1761026,35.97825692,0.17180945,
170,shandong25,1,120.2132732,36.05262151,0.171093553,
171,shandong25,4,120.1871568,35.99418661,0.170682445,
172,shandong25,1,120.1603644,35.99413407,0.170409068,
173,shandong25,4,120.2156135,35.98504075,0.169273555,
174,shandong25,4,120.1888484,36.05386127,0.165449902,
175,shandong25,1,120.2139745,36.05521703,0.162714422,
176,shandong25,3,120.124469,35.98809571,0.161010742,
177,shandong25,4,120.1660056,36.07576462,0.160164163,
178,shandong25,4,120.1541437,36.06440996,0.150517106,
179,shandong25,4,120.211976,36.02346184,0.149633467,
180,shandong25,4,120.1838213,35.98992243,0.148690224,
181,shandong25,1,120.2146524,36.06105201,0.148447156,
182,shandong25,4,120.1252372,36.05790451,0.146910951,
183,shandong25,3,120.1359711,36.0093378,0.146754399,
184,shandong25,4,120.2154115,36.01517648,0.144797385,
185,shandong25,0,120.1692836,36.0510849,0.143863976,
186,shandong25,1,120.2073408,36.05999329,0.14361693,
187,shandong25,4,120.1344568,35.98186849,0.143429816,
188,shandong25,3,120.1299014,35.99032947,0.136859521,
189,shandong25,3,120.1809302,36.05584187,0.135439366,
190,shandong25,2,120.15937,36.04738286,0.132839978,
191,shandong25,3,120.1574801,36.03892462,0.132542729,
192,shandong25,0,120.2111951,36.05180855,0.130787194,
193,shandong25,3,120.1947474,35.99995147,0.129522279,
194,shandong25,3,120.1753347,36.03935234,0.128969014,
195,shandong25,4,120.1795493,36.00161808,0.128433719,
196,shandong25,4,120.1803748,36.05355939,0.128251746,
197,shandong25,1,120.2155889,36.06100414,0.124969088,
198,shandong25,1,120.1681952,36.06343113,0.122542903,
199,shandong25,3,120.1690032,35.98101282,0.122401118,
200,shandong25,3,120.1806911,36.02604951,0.118970342,
201,shandong25,1,120.2092196,36.06120936,0.117040738,
202,shandong25,3,120.14935,36.01061959,0.116675921,
203,shandong25,2,120.196587,35.98241217,0.116656527,
204,shandong25,3,120.1542689,35.99031582,0.114618354,
205,shandong25,3,120.1223659,36.06060781,0.112230003,
206,shandong25,3,120.1697614,36.04930865,0.111709401,
207,shandong25,3,120.1735147,36.04152547,0.110975705,
208,shandong25,0,120.2133216,36.05447309,0.110589541,
209,shandong25,0,120.1850998,36.04874031,0.110171951,
210,shandong25,3,120.2034469,36.01060764,0.109056614,
211,shandong25,4,120.1632334,36.02270747,0.108548716,
212,shandong25,3,120.1259961,36.00960092,0.108012594,
213,shandong25,3,120.1918624,36.06245503,0.107066832,
214,shandong25,3,120.134638,36.01958264,0.10623008,
215,shandong25,0,120.1978753,36.05911314,0.103999533,
216,shandong25,0,120.2133168,36.06095942,0.103959784,
217,shandong25,4,120.1539235,35.97762094,0.101314992,
218,shandong25,3,120.1829005,36.00576435,0.099767484,
219,shandong25,4,120.1336319,35.97685448,0.099649429,
220,shandong25,4,120.2129841,36.01606281,0.098326504,
221,shandong25,4,120.1704377,36.06226989,0.097116321,
222,shandong25,3,120.1412597,36.05637587,0.096780255,
223,shandong25,3,120.1633511,36.05577806,0.096475728,
224,shandong25,3,120.1361196,36.05689596,0.096448384,
225,shandong25,4,120.1797564,35.98960441,0.096337974,
226,shandong25,1,120.1989832,36.05688614,0.095521182,
227,shandong25,1,120.1304834,35.98153494,0.093779735,
228,shandong25,3,120.1566522,36.04407598,0.093382679,
229,shandong25,3,120.1880425,35.98085565,0.093320087,
230,shandong25,4,120.1904572,36.00797331,0.091918886,
231,shandong25,3,120.1269785,35.98614692,0.090808764,
232,shandong25,3,120.2153204,35.98469913,0.09068232,
233,shandong25,3,120.1707979,36.01870703,0.090504915,
234,shandong25,3,120.2023165,36.04325488,0.090057485,
235,shandong25,4,120.173382,36.03709569,0.089485452,
236,shandong25,4,120.1683298,36.03199634,0.08790493,
237,shandong25,1,120.1663828,35.9758655,0.086431108,
238,shandong25,4,120.1763094,36.06115791,0.08583574,
239,shandong25,4,120.2174434,35.99312808,0.085325144,
240,shandong25,4,120.1816341,35.99662455,0.084172532,
241,shandong25,4,120.1597153,35.99215159,0.083937384,
242,shandong25,3,120.2117614,36.04321343,0.08373592,
243,shandong25,4,120.1780574,36.01055653,0.083211727,
244,shandong25,0,120.187474,36.05029728,0.082444526,
245,shandong25,0,120.186524,36.0489477,0.081410311,
246,shandong25,4,120.1739076,36.01495533,0.081095248,
247,shandong25,4,120.1931171,36.01261485,0.080301672,
248,shandong25,1,120.1692874,36.05107965,0.080024093,
249,shandong25,3,120.1695378,36.06273662,0.079114877,
250,shandong25,4,120.1399486,36.02242475,0.079031155,
251,shandong25,4,120.1893722,36.01628236,0.077876821,
252,shandong25,3,120.1888027,36.00007858,0.077532023,
253,shandong25,4,120.2103633,36.0224595,0.076061346,
254,shandong25,3,120.1281441,36.02254844,0.07552617,
255,shandong25,2,120.2186021,36.03935376,0.075507186,
256,shandong25,0,120.2155248,36.06096902,0.07549224,
257,shandong25,3,120.1963581,35.99349231,0.075480536,
258,shandong25,2,120.1864535,36.05680404,0.074673466,
259,shandong25,4,120.1386963,36.0627777,0.074627124,
260,shandong25,3,120.2133217,36.04032402,0.074326761,
261,shandong25,4,120.1803178,36.06091909,0.07388407,
262,shandong25,3,120.1208767,35.9774085,0.073765591,
263,shandong25,1,120.1772916,36.05213156,0.072256856,
264,shandong25,2,120.1336352,35.97664933,0.072011955,
265,shandong25,3,120.1697621,36.03625713,0.071621619,
266,shandong25,1,120.213904,36.05341887,0.069409013,
267,shandong25,1,120.1824378,36.04735699,0.06907136,
268,shandong25,4,120.2136574,35.98613472,0.068817452,
269,shandong25,3,120.1927508,36.02761738,0.068728641,
270,shandong25,3,120.167036,36.01835571,0.068695575,
271,shandong25,1,120.1978632,36.05907654,0.068532191,
272,shandong25,4,120.1417895,36.0564595,0.06808272,
273,shandong25,3,120.1275737,36.03604579,0.067706034,
274,shandong25,4,120.1679077,36.01643106,0.066729836,
275,shandong25,4,120.1671039,35.98514595,0.066458486,
276,shandong25,4,120.1644669,36.04563301,0.066450827,
277,shandong25,4,120.2192829,36.05432208,0.066320591,
278,shandong25,3,120.2022773,36.00583006,0.065898746,
279,shandong25,3,120.1706099,36.03551259,0.065767631,
280,shandong25,1,120.178248,36.05293117,0.065365188,
281,shandong25,3,120.1414823,36.01955744,0.064872533,
282,shandong25,3,120.1463942,35.97953469,0.064204864,
283,shandong25,3,120.1747114,36.02665915,0.062596098,
284,shandong25,4,120.2014131,36.02137599,0.06248039,
285,shandong25,4,120.154418,36.06098375,0.062364783,
286,shandong25,4,120.1541716,35.99464966,0.062351082,
287,shandong25,4,120.1979251,36.00210968,0.061661243,
288,shandong25,2,120.1795014,36.00163179,0.060392968,
289,shandong25,4,120.1711608,36.00995474,0.059569206,
290,shandong25,4,120.1204324,35.99843867,0.059422228,
291,shandong25,3,120.1849229,36.04503899,0.059067838,
292,shandong25,4,120.1981101,36.00893993,0.058838353,
293,shandong25,4,120.2177331,36.00136992,0.058764219,
294,shandong25,3,120.1834964,36.00604246,0.058561374,
295,shandong25,4,120.1861715,36.01478033,0.058424812,
296,shandong25,1,120.186438,36.00166332,0.058178347,
297,shandong25,2,120.1788471,36.00163316,0.05799374,
298,shandong25,3,120.1724906,36.05288283,0.057648484,
299,shandong25,4,120.1561076,36.05709391,0.057273507,
300,shandong25,4,120.1954848,35.99478394,0.057191171,
301,shandong25,4,120.1948128,36.02433953,0.056769576,
302,shandong25,1,120.1909148,36.05710067,0.056738101,
303,shandong25,2,120.1868679,36.00165306,0.056140143,
304,shandong25,3,120.1708417,35.99249903,0.055937909,
305,shandong25,4,120.1502911,36.07668074,0.055558402,
306,shandong25,4,120.2133173,35.98857604,0.054703649,
307,shandong25,1,120.1876019,36.0486033,0.054596324,
308,shandong25,4,120.1888239,36.01600867,0.054309051,
309,shandong25,2,120.1880882,35.98083408,0.054058708,
310,shandong25,4,120.1561958,36.03149821,0.05403043,
311,shandong25,1,120.1873775,36.04857526,0.054022703,
312,shandong25,2,120.148164,36.0620789,0.053034347,
313,shandong25,0,120.1824358,36.04735641,0.052936628,
314,shandong25,1,120.180795,36.04854349,0.052783858,
315,shandong25,3,120.158403,36.01720434,0.05264746,
316,shandong25,4,120.2005529,35.99406633,0.052084949,
317,shandong25,4,120.1740363,36.01290855,0.051293928,
318,shandong25,3,120.2080599,36.05640004,0.051011514,
319,shandong25,4,120.1921834,36.03259125,0.050311483,
320,shandong25,4,120.2153146,35.99874894,0.050144486,
