,probs0,probs1,preds
0,0.9974039196968079,0.002596046542748809,0.0
1,0.9974071383476257,0.002592887729406357,0.0
2,0.9974021911621094,0.002597894286736846,0.0
3,0.9974160194396973,0.002583930268883705,0.0
4,0.9973684549331665,0.0026314910501241684,0.0
5,0.9973688125610352,0.002631216077134013,0.0
6,0.024297861382365227,0.975702166557312,1.0
7,0.9973758459091187,0.0026241526938974857,0.0
8,0.9974040389060974,0.002595975063741207,0.0
9,0.9971117973327637,0.0028881689067929983,0.0
10,0.99739670753479,0.0026032929308712482,0.0
11,0.3731529414653778,0.6268470883369446,1.0
12,0.9974039196968079,0.0025960353668779135,0.0
13,0.9974114298820496,0.0025885652285069227,0.0
14,0.9974039196968079,0.002596016740426421,0.0
15,0.9974086880683899,0.0025912898126989603,0.0
16,0.9974079728126526,0.0025920469779521227,0.0
17,0.9974076151847839,0.0025924069341272116,0.0
18,0.997408926486969,0.002591090276837349,0.0
19,0.997138500213623,0.0028615258634090424,0.0
20,0.9971387386322021,0.002861220855265856,0.0
21,0.9974114298820496,0.0025885850191116333,0.0
22,0.9971229434013367,0.002877039834856987,0.0
23,0.9973776340484619,0.002622411120682955,0.0
24,0.9973800778388977,0.002619930310174823,0.0
25,0.9973846077919006,0.002615368692204356,0.0
26,0.9974047541618347,0.0025952267460525036,0.0
27,0.9974027276039124,0.002597274025902152,0.0
28,0.05465837940573692,0.9453416466712952,1.0
29,0.11296439915895462,0.887035608291626,1.0
30,0.9974039196968079,0.002596058649942279,0.0
31,0.7164472341537476,0.28355270624160767,0.0
32,0.9973674416542053,0.0026325839571654797,0.0
33,0.9973682761192322,0.002631786745041609,0.0
34,0.9973728656768799,0.0026271846145391464,0.0
35,0.9973775148391724,0.0026225235778838396,0.0
36,0.9974026083946228,0.002597417449578643,0.0
37,0.9973835349082947,0.00261646113358438,0.0
38,0.9973288774490356,0.0026711151003837585,0.0
39,0.9973793029785156,0.002620676765218377,0.0
40,0.9973715543746948,0.00262842932716012,0.0
41,0.9974040389060974,0.002595979953184724,0.0
42,0.9973813891410828,0.002618615049868822,0.0
43,0.9973717927932739,0.0026282393373548985,0.0
44,0.9970921277999878,0.0029078919906169176,0.0
45,0.9956912398338318,0.00430882116779685,0.0
46,0.9973902106285095,0.002609869698062539,0.0
47,0.9973772764205933,0.0026227268390357494,0.0
48,0.9973758459091187,0.0026242141611874104,0.0
49,0.9973700046539307,0.0026299923192709684,0.0
50,0.9974048733711243,0.0025951170828193426,0.0
51,0.9973777532577515,0.0026223203167319298,0.0
52,0.9973729848861694,0.002626969711855054,0.0
53,0.9973823428153992,0.0026176050305366516,0.0
54,0.9973902106285095,0.0026097726076841354,0.0
55,0.1835688203573227,0.8164311647415161,1.0
56,0.9973844885826111,0.0026155307423323393,0.0
57,0.997367799282074,0.0026322687044739723,0.0
58,0.9973675608634949,0.0026324226055294275,0.0
59,0.9974040389060974,0.0025959773920476437,0.0
60,0.9509842395782471,0.049015771597623825,0.0
61,0.06982390582561493,0.9301760792732239,1.0
62,0.996425211429596,0.0035747457295656204,0.0
63,0.9973840117454529,0.0026159659028053284,0.0
64,0.9973824620246887,0.002617497928440571,0.0
65,0.24274727702140808,0.7572527527809143,1.0
66,0.06092147156596184,0.9390785098075867,1.0
67,0.997377872467041,0.002622197847813368,0.0
68,0.9974045157432556,0.0025954514276236296,0.0
69,0.997372031211853,0.002627989510074258,0.0
70,0.9973695278167725,0.002630425151437521,0.0
71,0.05524110794067383,0.944758951663971,1.0
72,0.9973862767219543,0.0026137162931263447,0.0
73,0.11524883657693863,0.8847511410713196,1.0
74,0.9973865151405334,0.002613500226289034,0.0
75,0.3766215741634369,0.6233784556388855,1.0
76,0.9962582588195801,0.0037417677231132984,0.0
77,0.05454031750559807,0.9454596638679504,1.0
78,0.9973763227462769,0.0026237359270453453,0.0
79,0.997376561164856,0.002623496577143669,0.0
80,0.9973787069320679,0.00262136640958488,0.0
81,0.9973764419555664,0.0026235899422317743,0.0
82,0.9974051117897034,0.002594831632450223,0.0
83,0.9973776340484619,0.0026224185712635517,0.0
84,0.052189186215400696,0.9478107690811157,1.0
85,0.9974040389060974,0.002595955040305853,0.0
86,0.9974040389060974,0.00259596249088645,0.0
87,0.9973852038383484,0.002614804543554783,0.0
88,0.9973809123039246,0.0026190157514065504,0.0
89,0.9973959922790527,0.002604007488116622,0.0
90,0.9973874688148499,0.002612522104755044,0.0
91,0.9973650574684143,0.002634965116158128,0.0
92,0.9973835349082947,0.0026164951268583536,0.0
93,0.009141871705651283,0.9908581376075745,1.0
94,0.0494060292840004,0.9505940079689026,1.0
95,0.03506358712911606,0.964936375617981,1.0
96,2.3518981606684974e-07,0.9999997615814209,1.0
97,0.9974008798599243,0.002599097788333893,0.0
98,0.04748137295246124,0.9525186419487,1.0
99,0.2611195147037506,0.7388805150985718,1.0
100,0.12891972064971924,0.8710803389549255,1.0
101,0.9973805546760559,0.002619399456307292,0.0
102,0.20973581075668335,0.7902641892433167,1.0
103,0.997377872467041,0.0026220940053462982,0.0
104,0.0012464593164622784,0.998753547668457,1.0
105,0.9973908066749573,0.0026092652697116137,0.0
106,0.1390789896249771,0.8609210252761841,1.0
107,0.9974000453948975,0.0025999287609010935,0.0
108,0.9973586201667786,0.002641411731019616,0.0
109,0.4968709349632263,0.5031290650367737,1.0
110,0.9973675608634949,0.0026325180660933256,0.0
111,0.9973672032356262,0.0026327981613576412,0.0
112,0.9973663687705994,0.002633659867569804,0.0
113,0.9973725080490112,0.0026275068521499634,0.0
114,0.9973940849304199,0.00260590435937047,0.0
115,0.9973642230033875,0.0026357972528785467,0.0
116,0.9973922967910767,0.0026076496578752995,0.0
117,0.9974040389060974,0.002595975063741207,0.0
118,0.9973896145820618,0.002610444324091077,0.0
119,0.9973861575126648,0.0026137896347790956,0.0
120,0.9974060654640198,0.002593906130641699,0.0
121,0.997377872467041,0.0026221442967653275,0.0
122,0.9973779916763306,0.0026220271829515696,0.0
123,0.9973777532577515,0.002622246276587248,0.0
124,0.9973905682563782,0.002609441289678216,0.0
125,0.9973782300949097,0.0026217687409371138,0.0
126,0.9973837733268738,0.0026161924470216036,0.0
127,0.9973746538162231,0.002625341061502695,0.0
128,0.9971203804016113,0.0028796291444450617,0.0
129,0.9974040389060974,0.002595975063741207,0.0
130,0.997376561164856,0.0026234525721520185,0.0
131,0.041441675275564194,0.9585582613945007,1.0
132,0.07219775766134262,0.9278022646903992,1.0
133,0.31635594367980957,0.6836440563201904,1.0
134,0.2751585841178894,0.7248413562774658,1.0
135,0.04118849337100983,0.9588114619255066,1.0
136,0.9973813891410828,0.0026186087634414434,0.0
137,0.9973764419555664,0.0026235387194901705,0.0
138,0.07894419133663177,0.921055793762207,1.0
139,0.08782143890857697,0.912178635597229,1.0
140,0.9974059462547302,0.0025939950719475746,0.0
141,0.0014061928959563375,0.9985937476158142,1.0
142,0.997378945350647,0.002621134277433157,0.0
143,0.997377872467041,0.00262220180593431,0.0
144,0.9968361854553223,0.0031638338696211576,0.0
145,0.9973354935646057,0.002664439147338271,0.0
146,0.9973776340484619,0.00262237386777997,0.0
147,0.9973593354225159,0.0026405875105410814,0.0
148,0.9973726272583008,0.0026274097617715597,0.0
149,0.9973648190498352,0.0026352335698902607,0.0
150,0.9974039196968079,0.002596000675112009,0.0
151,0.9973832964897156,0.0026167500764131546,0.0
152,0.997369647026062,0.0026303112972527742,0.0
153,0.9974064230918884,0.002593552228063345,0.0
154,0.9973834156990051,0.0026165894232690334,0.0
155,0.9974052309989929,0.0025947033427655697,0.0
156,0.9974063038825989,0.0025937301106750965,0.0
157,0.14394605159759521,0.8560539484024048,1.0
158,0.070033960044384,0.9299660325050354,1.0
159,0.054862990975379944,0.9451370239257812,1.0
160,0.9973649382591248,0.0026350514963269234,0.0
161,0.9974039196968079,0.0025960179045796394,0.0
162,0.9974111914634705,0.002588784322142601,0.0
163,0.9974072575569153,0.0025927890092134476,0.0
164,0.08627279847860336,0.9137272238731384,1.0
165,0.9974145889282227,0.002585338894277811,0.0
166,0.9973781108856201,0.0026218874845653772,0.0
167,0.9973852038383484,0.0026148518081754446,0.0
168,0.9973704814910889,0.0026294668205082417,0.0
169,0.1621696799993515,0.8378302454948425,1.0
170,0.9973813891410828,0.0026186497416347265,0.0
171,0.6279004216194153,0.37209951877593994,0.0
172,0.9968342185020447,0.003165792440995574,0.0
173,0.9971178770065308,0.0028821525629609823,0.0
174,0.9973815083503723,0.0026184404268860817,0.0
175,0.9974067807197571,0.0025932330172508955,0.0
176,0.9971453547477722,0.0028546114917844534,0.0
177,0.997639536857605,0.0023604410234838724,0.0
178,0.9974042773246765,0.0025957466568797827,0.0
179,0.997383177280426,0.0026167896576225758,0.0
180,0.9973703622817993,0.002629662398248911,0.0
181,0.9973742961883545,0.002625696826726198,0.0
182,0.10134892910718918,0.898651123046875,1.0
183,0.9974039196968079,0.002596066100522876,0.0
184,0.9974017143249512,0.0025983008090406656,0.0
185,0.9974063038825989,0.0025936434976756573,0.0
186,0.05789628624916077,0.9421036839485168,1.0
187,0.9973869919776917,0.002613051561638713,0.0
188,0.997380793094635,0.0026191978249698877,0.0
189,0.9974049925804138,0.002594982273876667,0.0
190,0.9973684549331665,0.00263152364641428,0.0
191,0.9974040389060974,0.002595975063741207,0.0
192,0.9974040389060974,0.002595975063741207,0.0
193,0.9973856806755066,0.0026143305003643036,0.0
194,0.022290684282779694,0.9777092933654785,1.0
195,0.9973201155662537,0.0026799084153026342,0.0
196,0.9973776340484619,0.002622333588078618,0.0
197,0.9973908066749573,0.00260925036855042,0.0
198,0.38159671425819397,0.6184032559394836,1.0
199,0.922115683555603,0.07788428664207458,0.0
200,0.9974072575569153,0.002592692617326975,0.0
201,0.9973477125167847,0.002652321709319949,0.0
202,0.9970893263816833,0.0029106501024216413,0.0
203,0.9973576664924622,0.002642340026795864,0.0
204,0.9973784685134888,0.0026215557008981705,0.0
205,0.9973539113998413,0.002646087668836117,0.0
206,0.9974040389060974,0.0025959874037653208,0.0
207,0.9974039196968079,0.0025960488710552454,0.0
208,0.9974051117897034,0.002594878664240241,0.0
209,0.9974063038825989,0.002593694254755974,0.0
210,0.9974040389060974,0.0025959378108382225,0.0
211,0.9973998069763184,0.0026002454105764627,0.0
212,0.9974040389060974,0.002595979953184724,0.0
213,0.9973846077919006,0.0026153712533414364,0.0
214,0.4499673843383789,0.5500325560569763,1.0
215,0.9974023699760437,0.002597613725811243,0.0
216,2.6884354156209156e-05,0.9999730587005615,1.0
217,0.9973886609077454,0.002611342119053006,0.0
218,0.9971106052398682,0.002889394061639905,0.0
219,0.9973917007446289,0.0026083134580403566,0.0
220,0.9973719120025635,0.0026280544698238373,0.0
221,0.9969528913497925,0.0030470439232885838,0.0
222,0.3770691454410553,0.6229308247566223,1.0
223,0.04685515537858009,0.9531448483467102,1.0
224,0.9973757266998291,0.002624247455969453,0.0
225,0.9973809123039246,0.0026190858334302902,0.0
226,0.9921139478683472,0.007886027917265892,0.0
227,0.9968444108963013,0.003155598882585764,0.0
228,0.997366726398468,0.002633248921483755,0.0
229,0.04756912589073181,0.9524308443069458,1.0
230,0.05211232602596283,0.9478877186775208,1.0
231,0.03928656503558159,0.9607134461402893,1.0
232,0.9971370697021484,0.002862908411771059,0.0
233,0.9717844724655151,0.028215553611516953,0.0
234,0.9974039196968079,0.0025960379280149937,0.0
235,0.9973838925361633,0.002616132842376828,0.0
236,0.997378945350647,0.0026210795622318983,0.0
237,0.9973777532577515,0.002622215310111642,0.0
238,0.9965088963508606,0.003491136245429516,0.0
239,0.9973722696304321,0.002627691952511668,0.0
240,0.9974155426025391,0.0025844010524451733,0.0
241,0.9974018335342407,0.0025982006918638945,0.0
242,0.9973703622817993,0.002629624679684639,0.0
243,0.9974048733711243,0.0025950586423277855,0.0
244,0.9973790645599365,0.00262095732614398,0.0
245,0.997405469417572,0.0025944935623556376,0.0
246,0.9973772764205933,0.00262271286919713,0.0
247,0.9973652958869934,0.002634664298966527,0.0
248,0.9973925352096558,0.0026073905173689127,0.0
249,0.9973788261413574,0.0026211889926344156,0.0
250,0.9973756074905396,0.002624369692057371,0.0
251,0.9973798394203186,0.0026201196014881134,0.0
252,0.9973763227462769,0.002623721258714795,0.0
253,0.8626227974891663,0.13737720251083374,0.0
254,0.9974040389060974,0.002595982514321804,0.0
255,0.9973811507225037,0.002618863945826888,0.0
256,0.9974039196968079,0.0025960267521440983,0.0
257,0.9974058270454407,0.0025941208004951477,0.0
258,0.9973909258842468,0.0026091448962688446,0.0
259,0.9973741769790649,0.002625854453071952,0.0
260,0.9973847270011902,0.0026153167709708214,0.0
261,0.997377872467041,0.0026221866719424725,0.0
262,0.9973680377006531,0.002631949260830879,0.0
263,0.9974026083946228,0.002597348066046834,0.0
264,0.9974029660224915,0.0025970456190407276,0.0
265,0.9963200092315674,0.0036800105590373278,0.0
