,probs0,probs1,preds,labels
0,0.024297861382365227,0.975702166557312,1.0,1.0
1,0.05465837940573692,0.9453416466712952,1.0,1.0
2,0.11296439915895462,0.887035608291626,1.0,1.0
3,0.06982390582561493,0.9301760792732239,1.0,1.0
4,0.06092147156596184,0.9390785098075867,1.0,1.0
5,0.05524110794067383,0.944758951663971,1.0,1.0
6,0.05454031750559807,0.9454596638679504,1.0,1.0
7,0.052189186215400696,0.9478107690811157,1.0,1.0
8,0.009141871705651283,0.9908581376075745,1.0,1.0
9,0.0494060292840004,0.9505940079689026,1.0,1.0
10,0.03506358712911606,0.964936375617981,1.0,1.0
11,2.3518981606684974e-07,0.9999997615814209,1.0,1.0
12,0.04748137295246124,0.9525186419487,1.0,1.0
13,0.041441675275564194,0.9585582613945007,1.0,1.0
14,0.04118849337100983,0.9588114619255066,1.0,1.0
15,0.07894421368837357,0.921055793762207,1.0,1.0
16,0.0014061928959563375,0.9985937476158142,1.0,1.0
17,0.054862990975379944,0.9451370239257812,1.0,1.0
18,0.10134889930486679,0.898651123046875,1.0,1.0
19,0.057896267622709274,0.9421038031578064,1.0,1.0
20,0.022290684282779694,0.9777092933654785,1.0,1.0
21,2.6884354156209156e-05,0.9999730587005615,1.0,1.0
22,0.04685515537858009,0.9531448483467102,1.0,1.0
23,0.04756912589073181,0.9524308443069458,1.0,1.0
24,0.05211232602596283,0.9478877186775208,1.0,1.0
25,0.03928656503558159,0.9607134461402893,1.0,1.0
26,8.075301593635231e-06,0.9999918937683105,1.0,1.0
27,0.04900947958230972,0.9509904980659485,1.0,1.0
28,0.008596857078373432,0.9914031624794006,1.0,1.0
29,0.04348210617899895,0.9565178751945496,1.0,1.0
30,0.05461350455880165,0.9453864693641663,1.0,1.0
31,0.0920020267367363,0.9079979658126831,1.0,1.0
32,0.05378049612045288,0.9462195038795471,1.0,1.0
33,0.05510842800140381,0.944891631603241,1.0,1.0
34,0.04524872452020645,0.9547512531280518,1.0,1.0
35,0.05410028621554375,0.9458997845649719,1.0,1.0
36,0.05532762408256531,0.9446724057197571,1.0,1.0
37,0.05535661429166794,0.9446433782577515,1.0,1.0
38,0.036435775458812714,0.9635642170906067,1.0,1.0
39,0.04280003905296326,0.9571999907493591,1.0,1.0
40,0.00016889140533749014,0.9998310804367065,1.0,1.0
41,0.09507054090499878,0.9049293994903564,1.0,1.0
42,0.04740528017282486,0.9525946974754333,1.0,1.0
43,0.03988117724657059,0.96011883020401,1.0,1.0
44,0.0008495378424413502,0.9991505146026611,1.0,1.0
45,0.054443780332803726,0.9455562233924866,1.0,1.0
46,0.05498608201742172,0.9450139403343201,1.0,1.0
47,0.032004501670598984,0.9679954648017883,1.0,1.0
48,0.05422335863113403,0.9457765817642212,1.0,1.0
49,0.07071470469236374,0.9292852878570557,1.0,1.0
50,0.05922284349799156,0.9407771825790405,1.0,1.0
51,0.047631483525037766,0.9523685574531555,1.0,1.0
52,7.956009739906733e-10,1.0,1.0,1.0
53,0.02943940833210945,0.970560610294342,1.0,1.0
54,0.9989728927612305,0.0010271202772855759,0.0,1.0
55,0.05567241087555885,0.9443275332450867,1.0,1.0
56,0.036061644554138184,0.9639383554458618,1.0,1.0
57,0.010318818502128124,0.9896811842918396,1.0,1.0
58,0.09803563356399536,0.9019643664360046,1.0,1.0
59,0.0545026995241642,0.9454972743988037,1.0,1.0
60,0.03314593434333801,0.9668540954589844,1.0,1.0
61,0.09595312178134918,0.904046893119812,1.0,1.0
62,5.271113545646244e-10,1.0,1.0,1.0
63,0.05550884082913399,0.9444912075996399,1.0,1.0
64,0.002551725599914789,0.9974483251571655,1.0,1.0
65,0.06105293333530426,0.9389471411705017,1.0,1.0
66,0.02165048010647297,0.9783495664596558,1.0,1.0
67,0.05521737039089203,0.9447826743125916,1.0,1.0
68,0.08180608600378036,0.9181939363479614,1.0,1.0
69,0.2641846239566803,0.7358154654502869,1.0,1.0
70,0.02243657223880291,0.9775634407997131,1.0,1.0
71,0.018635109066963196,0.981364905834198,1.0,1.0
72,0.03245148807764053,0.9675485491752625,1.0,1.0
73,0.05437479540705681,0.9456251859664917,1.0,1.0
74,0.0003414850798435509,0.999658465385437,1.0,1.0
75,0.006116339936852455,0.9938836693763733,1.0,1.0
76,0.055903125554323196,0.9440968036651611,1.0,1.0
77,0.0004943529493175447,0.9995056390762329,1.0,1.0
78,0.003794412361457944,0.9962055683135986,1.0,1.0
79,0.00027221429627388716,0.9997277855873108,1.0,1.0
80,0.10996091365814209,0.8900391459465027,1.0,1.0
81,0.06682320684194565,0.9331768155097961,1.0,1.0
82,0.04044337198138237,0.9595566391944885,1.0,1.0
83,0.0690537691116333,0.9309461712837219,1.0,1.0
84,0.07542216032743454,0.9245778322219849,1.0,1.0
85,0.0009344558930024505,0.9990655779838562,1.0,1.0
86,0.05461975559592247,0.9453802108764648,1.0,1.0
87,0.04760899394750595,0.9523910284042358,1.0,1.0
88,0.011315328069031239,0.9886847138404846,1.0,1.0
89,0.006928236689418554,0.9930717349052429,1.0,1.0
90,0.06981977075338364,0.9301801919937134,1.0,1.0
91,0.0977952852845192,0.902204692363739,1.0,1.0
92,0.10590989887714386,0.8940900564193726,1.0,1.0
93,0.0009302606922574341,0.9990697503089905,1.0,1.0
94,0.011586478911340237,0.9884135127067566,1.0,1.0
95,0.9984997510910034,0.0015002591535449028,0.0,1.0
96,0.9983545541763306,0.0016454283613711596,0.0,1.0
97,0.04937686398625374,0.9506232142448425,1.0,1.0
98,0.00019352551316842437,0.9998064637184143,1.0,1.0
99,0.0026176348328590393,0.9973823428153992,1.0,1.0
100,0.057602185755968094,0.9423978328704834,1.0,1.0
101,0.0478149838745594,0.9521849751472473,1.0,1.0
102,0.05520009249448776,0.9447999000549316,1.0,1.0
103,0.03554636240005493,0.9644535779953003,1.0,1.0
104,0.006172433495521545,0.9938275218009949,1.0,1.0
105,0.06983877718448639,0.9301612377166748,1.0,1.0
106,0.04383177310228348,0.9561681747436523,1.0,1.0
107,0.06991617381572723,0.9300838112831116,1.0,1.0
108,0.05996188148856163,0.9400381445884705,1.0,1.0
109,0.055312544107437134,0.9446874260902405,1.0,1.0
110,0.20805928111076355,0.7919406890869141,1.0,1.0
111,0.0029916325584053993,0.9970083832740784,1.0,1.0
112,0.07004480063915253,0.9299551844596863,1.0,1.0
113,0.0550045445561409,0.9449954032897949,1.0,1.0
114,1.1368088692620404e-08,1.0,1.0,1.0
115,0.01615331880748272,0.9838466644287109,1.0,1.0
116,0.018298370763659477,0.9817016124725342,1.0,1.0
117,0.049372829496860504,0.9506272077560425,1.0,1.0
118,0.0034838246647268534,0.9965161085128784,1.0,1.0
119,0.0028303703293204308,0.9971696734428406,1.0,1.0
120,0.11990741640329361,0.8800926208496094,1.0,1.0
121,0.04039822518825531,0.9596017003059387,1.0,1.0
122,0.06991224735975266,0.930087685585022,1.0,1.0
123,0.08475054800510406,0.9152494668960571,1.0,1.0
124,3.1485522522523013e-10,1.0,1.0,1.0
125,0.14814862608909607,0.8518513441085815,1.0,1.0
126,0.02465391904115677,0.975346028804779,1.0,1.0
127,0.0007420307374559343,0.9992579817771912,1.0,1.0
128,0.0011043176054954529,0.9988956451416016,1.0,1.0
129,0.055366840213537216,0.9446331858634949,1.0,1.0
130,0.010977950878441334,0.9890220165252686,1.0,1.0
131,0.00042652286356315017,0.9995735287666321,1.0,1.0
132,0.10817497223615646,0.8918250203132629,1.0,1.0
133,0.04926534369587898,0.9507346749305725,1.0,1.0
134,0.047506894916296005,0.9524931311607361,1.0,1.0
135,0.05449419841170311,0.9455057978630066,1.0,1.0
136,0.06506144255399704,0.9349385499954224,1.0,1.0
137,0.054687608033418655,0.9453124403953552,1.0,1.0
138,0.12286193668842316,0.877138078212738,1.0,1.0
139,0.9953557252883911,0.004644274245947599,0.0,1.0
140,0.1044725701212883,0.8955274224281311,1.0,1.0
141,0.05165547505021095,0.9483445286750793,1.0,1.0
142,7.250717317219824e-05,0.9999275207519531,1.0,1.0
143,0.021207034587860107,0.9787929654121399,1.0,1.0
144,0.1627657264471054,0.8372343182563782,1.0,1.0
145,0.1028270497918129,0.8971729278564453,1.0,1.0
146,4.696060380837697e-12,1.0,1.0,1.0
147,0.10836141556501389,0.8916385769844055,1.0,1.0
148,0.04932497814297676,0.9506750106811523,1.0,1.0
149,0.12325996905565262,0.8767399787902832,1.0,1.0
150,0.0004009601252619177,0.999599039554596,1.0,1.0
151,0.058705899864435196,0.9412941336631775,1.0,1.0
152,0.0392092727124691,0.9607906937599182,1.0,1.0
153,0.09497807919979095,0.9050219058990479,1.0,1.0
154,0.000146966747706756,0.9998530149459839,1.0,1.0
155,0.10745362192392349,0.8925464153289795,1.0,1.0
156,0.042643751949071884,0.9573562145233154,1.0,1.0
157,0.06668465584516525,0.9333152770996094,1.0,1.0
158,0.06999194622039795,0.9300079941749573,1.0,1.0
159,0.05011581629514694,0.9498842358589172,1.0,1.0
160,0.049296341836452484,0.9507036805152893,1.0,1.0
161,0.0004764230106957257,0.9995236396789551,1.0,1.0
162,0.11364481598138809,0.8863551616668701,1.0,1.0
163,0.0975235179066658,0.90247642993927,1.0,1.0
164,0.08859602361917496,0.911404013633728,1.0,1.0
165,0.051202692091464996,0.9487972855567932,1.0,1.0
166,0.002026948146522045,0.9979730248451233,1.0,1.0
167,0.04005790129303932,0.9599421620368958,1.0,1.0
168,0.03458775207400322,0.9654122591018677,1.0,1.0
169,0.022040043026208878,0.977959930896759,1.0,1.0
170,0.03308119997382164,0.9669187664985657,1.0,1.0
171,0.10043942183256149,0.8995605111122131,1.0,1.0
172,0.07965554296970367,0.9203444123268127,1.0,1.0
173,0.015192273072898388,0.9848077297210693,1.0,1.0
174,0.10810215026140213,0.8918978571891785,1.0,1.0
175,0.25436460971832275,0.745635449886322,1.0,1.0
176,0.04745563119649887,0.9525443911552429,1.0,1.0
177,0.04930180683732033,0.95069819688797,1.0,1.0
178,0.05335376411676407,0.9466462135314941,1.0,1.0
179,0.0025507789105176926,0.9974492192268372,1.0,1.0
180,0.3947652280330658,0.6052347421646118,1.0,1.0
181,0.0001098585344152525,0.9998900890350342,1.0,1.0
182,1.308930741572567e-08,1.0,1.0,1.0
183,0.049333859235048294,0.9506661891937256,1.0,1.0
184,1.5290864130435011e-09,1.0,1.0,1.0
185,8.697501243659644e-07,0.9999991655349731,1.0,1.0
186,0.030430106446146965,0.9695698618888855,1.0,1.0
187,0.06987235695123672,0.9301276206970215,1.0,1.0
188,0.0007429314428009093,0.9992570281028748,1.0,1.0
189,0.04926604777574539,0.9507339596748352,1.0,1.0
190,0.05463605746626854,0.9453638792037964,1.0,1.0
191,0.014307305216789246,0.9856927394866943,1.0,1.0
192,3.247924178140238e-05,0.9999675750732422,1.0,1.0
193,0.06988785415887833,0.9301121234893799,1.0,1.0
