Filename,Label,Longitude,Latitude,Score
shandong25,1,120.13277784985476,36.01300408432981,0.9991268515586853
shandong25,1,120.19647422988434,35.979972518895494,0.9985578656196594
shandong25,1,120.13285886815213,36.012470667796194,0.9984663724899292
shandong25,3,120.15297452292498,36.03826047224709,0.9961836934089661
shandong25,3,120.18739516191525,36.05354023709858,0.9938001036643982
shandong25,3,120.2190357567448,36.04032714488313,0.9919434785842896
shandong25,3,120.18350923564338,36.0539410870034,0.9888995885848999
shandong25,3,120.18039641682999,36.05347902993187,0.9821167588233948
shandong25,3,120.19663656377469,35.98246360090491,0.9816445112228394
shandong25,3,120.18090872660994,36.05747362398958,0.9695954322814941
shandong25,1,120.21580182990795,35.98780486278562,0.9672778844833374
shandong25,3,120.218599861109,36.039370202337054,0.9637140035629272
shandong25,3,120.18911977254452,36.0003399744417,0.961871325969696
shandong25,3,120.186016108341,36.0550416667877,0.9616447687149048
shandong25,4,120.13147148047776,36.01181131619572,0.9548501968383789
shandong25,3,120.20766467830788,36.04366369437558,0.9388397336006165
shandong25,4,120.17376919960287,36.020312453268055,0.9376688599586487
shandong25,3,120.1958234405866,35.98158887023807,0.937045156955719
shandong25,3,120.21807864817627,36.03757054830925,0.9370173811912537
shandong25,4,120.14864755924359,36.061558855219545,0.9342392683029175
shandong25,4,120.13449476943302,35.994575792402784,0.932219922542572
shandong25,4,120.21908808601404,36.039363751895856,0.9154189229011536
shandong25,3,120.13156676765558,36.01224638521444,0.9125288128852844
shandong25,3,120.14658517625188,35.992293238646326,0.904146134853363
shandong25,4,120.19726995014597,36.0001391697712,0.889735996723175
shandong25,4,120.19321524901504,36.00581085947403,0.8834696412086487
shandong25,3,120.20995851707835,35.98130701667428,0.8126651644706726
shandong25,3,120.1716675002466,36.00769539029242,0.7734981775283813
shandong25,3,120.14815788584089,36.06209177552465,0.7662195563316345
shandong25,3,120.20426972463372,36.02764450136284,0.758521556854248
shandong25,0,120.22046846497673,36.056139243780414,0.7572784423828125
shandong25,4,120.19680901357444,35.982372892237606,0.7557718753814697
shandong25,4,120.1612938460228,35.98802069094674,0.7413363456726074
shandong25,1,120.19951259906213,36.05691224495226,0.7396191954612732
shandong25,4,120.19124559868521,36.02452058764567,0.7255508303642273
shandong25,0,120.20803077364502,36.061461482155536,0.721455991268158
shandong25,4,120.150977594739,36.02262620639984,0.7142530083656311
shandong25,1,120.1360711592014,36.07520978688643,0.7045699954032898
shandong25,3,120.13969004065754,36.0671822275166,0.7044349908828735
shandong25,0,120.18766363427386,36.04759076640116,0.7042547464370728
shandong25,0,120.20803077364502,36.06071131173245,0.6959288716316223
shandong25,1,120.17574524899192,35.98559245254603,0.6798656582832336
shandong25,1,120.16173677067022,35.97860597439278,0.6629431843757629
shandong25,4,120.21969738751044,35.99022896188845,0.658047616481781
shandong25,4,120.17043259969086,36.039557693042724,0.6492898464202881
shandong25,0,120.18605140401138,36.05074033783384,0.6458533406257629
shandong25,4,120.15859032994774,35.98582701558462,0.635678768157959
shandong25,4,120.19030383947685,35.98278173369888,0.6249492168426514
shandong25,1,120.18444360568022,36.048719894418866,0.6177229881286621
shandong25,3,120.1665077892463,35.99542637787135,0.6100546717643738
shandong25,3,120.19594257624348,35.987672100207455,0.6016449332237244
shandong25,4,120.15792222023288,36.038627778798514,0.5995891094207764
shandong25,3,120.18063972776304,36.00242163455606,0.5916568636894226
shandong25,4,120.19267324372376,36.02295382737972,0.5830032825469971
shandong25,4,120.19351578477264,36.02778809729281,0.58208167552948
shandong25,4,120.13070756364513,36.01175238945592,0.5802517533302307
shandong25,1,120.18090856159122,36.052078216533516,0.5685730576515198
shandong25,3,120.198730308181,35.99455700244764,0.5668838024139404
shandong25,4,120.13865803978416,35.980531620683465,0.5493202209472656
shandong25,0,120.19779476991641,36.059548969238506,0.5403549075126648
shandong25,4,120.18236855815667,36.021082987596294,0.5392352342605591
shandong25,0,120.21325821042296,36.05268180941876,0.5351216197013855
shandong25,4,120.21941856350139,36.0011278476406,0.5291867852210999
shandong25,1,120.16026995333107,36.029683592802044,0.5286352038383484
shandong25,4,120.18904683950953,35.99689257904255,0.5272354483604431
shandong25,4,120.17184705370929,36.06523433091094,0.5238929390907288
shandong25,4,120.13845680273087,36.07309407845189,0.5078439116477966
shandong25,3,120.18159261132848,36.05701157433235,0.5071231126785278
shandong25,4,120.16884244002716,36.05880331624263,0.5003001689910889
shandong25,1,120.17578071230037,35.98509944818536,0.4956669211387634
shandong25,3,120.1593695954857,36.04738661894044,0.4948045611381531
shandong25,4,120.20724334360949,36.00930556446372,0.49308064579963684
shandong25,0,120.1809089466349,36.052071328648616,0.4928402900695801
shandong25,4,120.18969927637511,36.040730495525494,0.48817214369773865
shandong25,4,120.21011615972226,36.013059073017004,0.48608970642089844
shandong25,4,120.1874205852753,35.99020210517467,0.47861140966415405
shandong25,1,120.20804994200984,36.06071983976648,0.4782184064388275
shandong25,3,120.20147517716117,35.99480536455815,0.4751396179199219
shandong25,1,120.21399658798951,36.0559530940039,0.46586447954177856
shandong25,3,120.18437886333624,36.00647375299163,0.4575144052505493
shandong25,3,120.12939250819352,36.000093760359896,0.447129487991333
shandong25,4,120.14367875132673,35.996313708611815,0.4442053437232971
shandong25,3,120.13087561556506,36.02684084417794,0.4408820867538452
shandong25,4,120.16655303056868,36.00290549602535,0.43395400047302246
shandong25,1,120.18766942826443,36.047585136828914,0.43172845244407654
shandong25,4,120.2116040575479,36.01706827536452,0.42178136110305786
shandong25,4,120.16604509771378,36.07459728585189,0.4217691123485565
shandong25,3,120.2072896929147,36.0566141741955,0.4195331335067749
shandong25,0,120.21331179697768,36.0613688886672,0.4161135256290436
shandong25,0,120.18704170229714,36.047543129522225,0.40938428044319153
shandong25,4,120.13782511238531,36.00063433063404,0.4081934988498688
shandong25,4,120.21792022496763,35.98934879548036,0.40685006976127625
shandong25,1,120.20804028710512,36.061468829727055,0.40307214856147766
shandong25,3,120.17377395895227,36.060121142437765,0.398222416639328
shandong25,4,120.19300022962454,35.989029688235505,0.38740116357803345
shandong25,2,120.21808919889688,36.03758581753096,0.38472744822502136
shandong25,3,120.1844040352392,35.995770825075994,0.37934696674346924
shandong25,1,120.19779618698192,36.059554790523364,0.3624248802661896
shandong25,3,120.18904031734112,36.055343591921385,0.35201093554496765
shandong25,4,120.13361545016463,35.98064855478984,0.3493674695491791
shandong25,1,120.21330067000122,36.06096100470984,0.3450830578804016
shandong25,3,120.19980601806009,35.99017622291177,0.3382270038127899
shandong25,3,120.19119668766085,35.9809896719145,0.33268189430236816
shandong25,1,120.21394056020549,36.05444687997276,0.33251065015792847
shandong25,1,120.11943442232392,36.00029074348822,0.33010348677635193
shandong25,4,120.20407325806202,36.00777341838797,0.327382892370224
shandong25,1,120.22039365649093,36.056826391592416,0.326840341091156
shandong25,3,120.21572120647681,36.05288833898821,0.3213067650794983
shandong25,3,120.17215584040281,35.997002357290015,0.3207007944583893
shandong25,4,120.21459943018175,35.99969316360047,0.3108392655849457
shandong25,3,120.17216677092841,36.03543956615144,0.30889278650283813
shandong25,3,120.14938462451842,35.99851226470186,0.30870968103408813
shandong25,0,120.18542505581942,36.04750280102493,0.2984274625778198
shandong25,0,120.18752578601817,36.04745434751379,0.29832884669303894
shandong25,4,120.19591448115179,35.98214524356356,0.29377201199531555
shandong25,3,120.19274812293187,36.000759149319116,0.2933199405670166
shandong25,4,120.1870129785627,35.99538244284659,0.29181545972824097
shandong25,3,120.13405259457303,36.02532154602528,0.2879212200641632
shandong25,4,120.15946722763192,36.058900524073664,0.28191640973091125
shandong25,4,120.17089942978805,36.01853185822856,0.27830296754837036
shandong25,4,120.18836873044614,36.038602813790476,0.2758844494819641
shandong25,1,120.1860522893499,36.05073394670704,0.27418652176856995
shandong25,4,120.18948925207505,36.0132407212541,0.273403137922287
shandong25,4,120.14039819818896,36.02823451654599,0.2695683538913727
shandong25,4,120.20340765898912,36.01802160396883,0.26858967542648315
shandong25,4,120.19211602789755,36.055134357191534,0.2578915059566498
shandong25,4,120.13681528688451,36.06542983965271,0.25760120153427124
shandong25,4,120.19319243452233,35.987958520980186,0.2565499246120453
shandong25,4,120.20825815372334,36.01016536272991,0.25387129187583923
shandong25,4,120.21817985965708,36.03740792092978,0.2529740631580353
shandong25,4,120.21975796771562,36.004231770286005,0.2498064637184143
shandong25,4,120.15743856739408,36.055606569736,0.24901007115840912
shandong25,4,120.17623060833381,35.97911213384041,0.248434379696846
shandong25,3,120.15585635744168,36.008644251251255,0.24370664358139038
shandong25,0,120.21152030138043,36.06094987054927,0.24060718715190887
shandong25,3,120.17285043038333,36.054335482230286,0.23408891260623932
shandong25,3,120.18662713336622,36.05469919602365,0.23263366520404816
shandong25,4,120.1736192761679,36.06003515879808,0.22599723935127258
shandong25,3,120.13565383275531,35.99718709199438,0.2251012623310089
shandong25,2,120.21900658772176,36.040162553773285,0.22424106299877167
shandong25,4,120.1890031462199,36.000463670389884,0.22364719212055206
shandong25,3,120.1224039448287,36.02394476766989,0.22209715843200684
shandong25,3,120.1891162180937,36.054171770244615,0.21352636814117432
shandong25,4,120.18770916634351,36.01406035943353,0.2096928358078003
shandong25,3,120.1445540053721,36.00724798387813,0.2087634801864624
shandong25,0,120.20750530165775,36.05999311759744,0.20759211480617523
shandong25,4,120.18628539531583,36.05469349019004,0.20598402619361877
shandong25,4,120.21069860769634,36.01776552251262,0.20344437658786774
shandong25,0,120.18679656306148,36.0489740809918,0.20325011014938354
shandong25,1,120.20829247761684,36.061207448105364,0.20019422471523285
shandong25,4,120.21921528663339,35.990841857602085,0.1998080015182495
shandong25,3,120.18088806521862,36.05610835368731,0.1984965205192566
shandong25,0,120.18240668795808,36.04941004396328,0.19839631021022797
shandong25,4,120.20114679776897,36.01329421013428,0.19783011078834534
shandong25,4,120.1576767692952,36.07696255014065,0.1975824385881424
shandong25,1,120.22046870595645,36.05612935204473,0.1924980729818344
shandong25,4,120.18571841981114,36.056712478283785,0.1921353042125702
shandong25,1,120.21389034212811,36.05266686007113,0.19016523659229279
shandong25,4,120.19643497114535,36.01226899459338,0.18825103342533112
shandong25,3,120.1570405540316,36.026811712333185,0.18707571923732758
shandong25,4,120.19480267408281,36.0142058661346,0.18621531128883362
shandong25,3,120.15594331182908,36.0372770098083,0.18437381088733673
shandong25,1,120.21331580457513,36.0613643405236,0.18193496763706207
shandong25,4,120.15334677765128,35.99453994532038,0.18053185939788818
shandong25,3,120.20691243131093,35.99684351332204,0.17708812654018402
shandong25,1,120.18227577048856,35.99385580877346,0.17415517568588257
shandong25,4,120.1914422119402,35.98065667662614,0.17318207025527954
shandong25,3,120.20837682051751,36.06415000962785,0.1719561517238617
