Longitude,Latitude,condensing_tower,chimney,power_plant_unit,total_score
118.2102053,36.7853194,0.565110624,0.334369493,1.769473344,2.66895346
117.8906602,37.34658194,0.784999735,0.220921054,1.651999235,2.657920025
118.0681292,36.74941565,0.518889839,0.282753511,1.646951497,2.448594846
118.849993,36.73977936,0.519258079,0.345301664,1.478142381,2.342702124
116.513501,36.21154662,0.542590526,0.392811905,1.087581545,2.022983976
116.3663598,37.51401929,0.50505082,0.218724417,1.286143243,2.00991848
119.036784,35.17252313,0.653989077,0.256612899,0.96646148,1.877063456
115.9096077,36.46694984,0.737067786,0.317773297,0.778971672,1.833812756
118.7523938,37.02249199,0.515339763,0.316099024,0.968920112,1.800358899
116.9403347,34.86739629,0.660977969,0.233721817,0.84656778,1.741267565
117.1351329,36.07626419,0.404729093,0.312122446,0.987638116,1.704489655
116.5623412,35.09339337,0.537635449,0.234089642,0.920695335,1.692420426
117.0012643,36.70758033,0.424013464,0.337762318,0.917166114,1.678941895
119.4070626,36.01585321,0.423843439,0.276014148,0.905799598,1.605657184
118.2956796,35.24888696,0.542180908,0.096491921,0.930995405,1.569668233
118.0547738,36.75964952,0.643958285,0.104036283,0.772909909,1.520904478
118.1306057,37.15882144,0.42277929,0.164499331,0.918517709,1.505796329
118.4046758,37.07828088,0.423936866,0.169379167,0.896433085,1.489749118
118.1697856,36.79706655,0.620552846,0.159097154,0.706412435,1.486062436
118.9511067,36.97199941,0.299284852,0.275213619,0.910260975,1.484759446
119.1202184,37.04202008,1.484522452,0,0,1.484522452
117.9419774,36.65310937,0.484684159,0.282136104,0.694169462,1.460989724
118.8062746,36.69620445,0.423429814,0.257643145,0.763858676,1.444931635
119.0316731,37.12971896,0.67022444,0.280757843,0.480449408,1.431431691
118.5292593,36.99429181,0.598049855,0.32013207,0.494599491,1.412781417
117.9904296,37.47838163,0.423912501,0,0.952094108,1.376006609
120.1318716,36.01216499,0.423753514,0.182505763,0.767550975,1.373810252
116.1561153,36.24082487,0.624935656,0.355227226,0.382016271,1.362179154
119.4771314,36.07638909,0.423849243,0.17723731,0.760585517,1.361672069
118.3061149,34.95758177,0.650430995,0.209583296,0.485015124,1.345029415
115.5417126,34.90508752,0,0.213726922,1.123444393,1.337171315
118.1638235,37.70600896,0.517720872,0.3371286,0.481723905,1.336573376
117.8116673,36.10846645,0.500719187,0.379624177,0.452483207,1.33282657
118.073484,38.07715493,0,0.339188391,0.988895029,1.32808342
115.3494278,35.81644613,0.629122012,0.198832738,0.496377796,1.324332546
118.0808913,36.86677123,0.421722728,0.178957868,0.705992028,1.306672623
117.7078926,34.5745089,0.418649957,0.083256906,0.780427665,1.282334528
116.4756613,35.48868976,0.667951277,0.198437941,0.41515407,1.281543287
116.7379867,35.42746945,0.518545714,0.275759732,0.481769055,1.276074502
117.7766145,37.35929127,0.487845222,0.169515491,0.617555812,1.274916525
120.218647,36.03890882,0,0.439207796,0.833821803,1.273029599
116.4385863,37.18512732,0.515502591,0.273852242,0.483133256,1.272488089
115.6876499,35.2533675,0.594718069,0.165712739,0.493834972,1.25426578
117.7973134,36.88712868,0.299932355,0,0.954203635,1.25413599
120.3293566,36.1125334,0,0.280832974,0.964289874,1.245122848
119.5105782,35.34579788,0,0.24644638,0.992549866,1.238996246
122.0771461,37.17536963,0.599554253,0.168768537,0.466024458,1.234347248
120.3130406,37.680906,0.295695627,0.25873313,0.673427135,1.227855892
116.8966708,35.44385596,0.534919399,0.199687731,0.477826655,1.212433785
120.31513,36.07766987,0,0.125103211,1.07907325,1.204176462
116.319431,35.7728462,0,0.275015014,0.912876159,1.187891173
118.0402075,36.97808075,0.421357213,0.26828859,0.497480512,1.187126315
116.4712378,37.21066671,0,0.342453637,0.843470722,1.18592436
118.2006492,36.86894746,0.100703984,0.249157189,0.830675185,1.180536359
115.7712136,36.87580023,0,0.271860287,0.898895264,1.17075555
117.1785899,35.63694026,0.517810451,0.177466691,0.474921197,1.170198339
118.4968448,36.72019492,0.42391656,0.246154201,0.499110907,1.169181668
117.4075641,36.728793,0.424094904,0.262624945,0.479540676,1.166260525
121.1953015,37.55188981,0,0,1.164921269,1.164921269
119.7702734,36.43212755,0.299924165,0.38115049,0.480681539,1.161756194
117.1099625,34.94016531,0.492915434,0.186976933,0.481648058,1.161540425
117.7001449,36.94434477,0.298003185,0.194968009,0.667246208,1.160217401
116.2553146,37.47045114,0,0.179514503,0.978535652,1.158050156
118.0943943,36.79480622,0.599769053,0.19838016,0.356923282,1.155072495
118.1708789,36.77680445,0,0.281124461,0.870819539,1.151944
115.828814,36.49029072,0,0.266345753,0.884260893,1.150606646
118.4898431,37.00879004,0.489236315,0.179215341,0.480389237,1.148840893
122.1216471,37.33157944,0.463164662,0.190521949,0.494958609,1.14864522
117.4849107,37.02436843,0.599855447,0.157351065,0.390009612,1.147216123
116.242032,37.44890319,0,0.274899035,0.849008501,1.123907535
115.9699941,36.48002178,0.423819858,0.19983325,0.497173518,1.120826626
116.4732814,35.48573878,0.423571554,0.273688021,0.421937078,1.119196653
117.4614397,36.9014394,0.298899132,0.265998118,0.551831484,1.116728733
118.0798272,37.00751168,0.423383562,0.201030007,0.491909891,1.11632346
118.0396709,37.37775926,0.423632511,0,0.691944331,1.115576842
116.8443523,37.18325681,0.423990907,0.199396861,0.480970711,1.104358478
117.5137865,34.8290963,0.424139689,0.196286225,0.482420534,1.102846448
117.0670013,36.05172004,0.424033176,0.18314301,0.49483943,1.102015616
118.4525276,37.97838124,0,0.157014755,0.940201342,1.097216097
118.1661228,37.14374818,0.423559163,0.183134365,0.488951594,1.095645121
118.3839583,37.41459263,0.102828035,0.284957435,0.701253369,1.089038839
118.1339311,36.88576238,0.51927531,0.092457068,0.47315833,1.084890707
118.5313811,37.40064039,0,0.317123658,0.75800705,1.075130708
120.370781,36.17774236,0.424061005,0.19973321,0.450011671,1.073805885
117.841557,36.47099963,0.477471855,0.236286688,0.359447092,1.073205635
116.6655586,35.27039374,0.505927922,0.110912085,0.456283063,1.07312307
118.3244156,35.00317472,0.424055265,0.147029984,0.496372849,1.067458098
118.0963239,36.7001544,0.386834911,0.19444524,0.484955221,1.066235373
116.6246856,35.41124411,0.519139469,0.247392046,0.298195839,1.064727353
117.8629392,36.89682728,0.135498038,0,0.928957224,1.064455262
116.2295649,36.61437583,0.382599476,0.194786356,0.484820396,1.062206227
117.6276317,36.22256009,0.402095564,0.185256255,0.47119996,1.058551778
120.436846,37.3884656,0.422486441,0.180198407,0.455750912,1.058435761
119.3633564,35.15172058,0.298467708,0.297431265,0.462350905,1.058249878
118.1864502,36.18230096,0.298248321,0.260504107,0.495198607,1.053951036
116.7108993,36.19737605,0.298468977,0.28122703,0.473992974,1.053688981
118.5316959,36.81088834,0.316698945,0.274825067,0.460425854,1.051949866
115.5337605,35.24164811,0,0.271506491,0.779052258,1.050558749
119.7195498,35.62940881,0,0.300324142,0.747876853,1.048200995
121.031785,37.47579986,0.29985441,0.249638936,0.491032809,1.040526155
117.2168771,35.66504734,0.277485884,0,0.762224466,1.039710349
116.3042924,37.16074462,0.355681478,0.199700737,0.482333809,1.037716024
117.1170057,35.89560842,0.42403554,0.141657436,0.471881479,1.037574455
120.4179429,36.31304124,0.36616704,0.168399259,0.496250927,1.030817227
116.3343402,36.48653202,0,0.257685326,0.772517145,1.030202471
116.2683704,36.35376304,0.423919189,0.111837292,0.493649751,1.029406232
117.5391265,34.74233819,0.299895501,0.237255847,0.488601357,1.025752704
115.6402657,35.07898383,0,0.220241265,0.804262608,1.024503873
119.491563,35.38326447,0.299751163,0,0.723893821,1.023644984
120.5246788,36.34693008,0.299610686,0.276047528,0.440321207,1.015979421
116.8014744,35.53469282,0.299437648,0.252809854,0.463010371,1.015257873
117.5821235,34.81485218,0.296699166,0.237055913,0.480868518,1.014623597
118.1018967,36.89576072,0,0.062274635,0.950676143,1.012950778
115.574171,35.24866095,0,0.275820567,0.736278981,1.012099548
119.2081934,36.69658174,0.27692728,0,0.735157937,1.012085217
116.7899854,35.58234185,0.423793571,0.272387436,0.311650962,1.007831969
117.5304771,37.48013271,0.423176288,0.199118483,0.381690353,1.003985124
116.2219275,36.61438322,0,0.190775764,0.812013566,1.00278933
116.4813423,37.18552343,0.299837011,0.219850564,0.480688483,1.000376057
116.9485536,35.38648215,0.299704027,0.268944716,0.430687487,0.999336231
116.7412869,36.26015093,0.338214222,0.198510897,0.461623639,0.998348758
115.9834797,36.97203556,0.299804252,0.199919832,0.497410595,0.99713468
118.0820948,37.29703708,0.299901688,0.199881721,0.495813131,0.99559654
117.7758544,37.96567092,0.299726808,0,0.694886193,0.994613001
120.811363,37.33227778,0.299646217,0.197220218,0.496287465,0.9931539
116.3901996,37.44905771,0.299888885,0.199110758,0.493417412,0.992417055
118.5396785,37.04612729,0.42381805,0.186525261,0.379446983,0.989790294
