Longitude,Latitude,condensing_tower,chimney,power_plant_unit,total_score
118.61756454970833,35.962387094233975,0.19992768312181322,0.0,0.0,0.19992768312181322
118.61811848979825,35.95541091297554,0.157210440236597,0.0,0.0,0.157210440236597
118.61934175792595,35.95000810234704,0.11855686372222839,0.0,0.0,0.11855686372222839
119.35863087793281,35.47751191326097,0.1367537386715412,0.0,0.0,0.1367537386715412
119.31950478956603,35.37625298138258,0.0,0.06412120801479478,0.0,0.06412120801479478
119.3203750230642,35.47833889711419,0.0,0.06527494216795927,0.0,0.06527494216795927
118.80627460577014,36.69620444607579,0.4234298139925039,0.257643144707517,0.7638586759567261,1.444931634656747
118.81922304197857,36.68414476389826,0.0,0.08809927295109436,0.0,0.08809927295109436
118.87142463175532,37.41140892162036,0.21206334552960363,0.0,0.0,0.21206334552960363
118.85723059123384,37.42905763093946,0.2996075928211212,0.19517419928138788,0.0,0.49478179210250905
118.82313591203227,37.43831975357515,0.20427625626325607,0.0,0.0,0.20427625626325607
118.84948092122615,37.43145640557248,0.0,0.198801589012146,0.3266068994998932,0.5254084885120391
118.89562199703234,37.43562847178121,0.20188271315886683,0.0,0.0,0.20188271315886683
118.8852506614596,37.42985764076942,0.17854877120218393,0.0,0.0,0.17854877120218393
118.90087542163914,37.448926037742005,0.19477397280792838,0.0,0.0,0.19477397280792838
118.87997838822825,37.43853049586217,0.1730318391917251,0.0,0.0,0.1730318391917251
118.9061825888181,37.44128718021099,0.1778829153120543,0.0,0.0,0.1778829153120543
118.83339382029936,37.44385500927691,0.19535615305661122,0.0,0.0,0.19535615305661122
118.82854372623817,37.43168078164885,0.17180609891786472,0.0,0.0,0.17180609891786472
118.83315781516328,37.42307765697361,0.18149002401506933,0.0,0.0,0.18149002401506933
118.89547759020607,37.45647175788061,0.20949579599070367,0.0,0.0,0.20949579599070367
118.83888635896541,37.43651748667776,0.1562811970922035,0.0,0.0,0.1562811970922035
118.81927763372202,37.44690796474438,0.18566954287984713,0.0,0.0,0.18566954287984713
120.45917213563044,37.52404049550564,0.0,0.10388549939405284,0.0,0.10388549939405284
120.49233159417909,37.57757095469921,0.0,0.11655289487202637,0.0,0.11655289487202637
119.1828765865927,36.00088361527774,0.0,0.10821414452326467,0.0,0.10821414452326467
118.61815856147554,35.62208827425978,0.18453733991957516,0.0,0.0,0.18453733991957516
118.61810631015216,35.6285107961484,0.12414474558136336,0.0,0.0,0.12414474558136336
118.81557536557422,35.568372871014645,0.2996397256851196,0.15334843397140505,0.37337902188301086,0.8263671815395355
118.76870652195356,35.57552904266811,0.29950561523437497,0.0,0.641195759177208,0.9407013744115829
118.71953142633639,35.504835701857445,0.19775411324586092,0.0,0.0,0.19775411324586092
118.80442575633715,35.56336168485963,0.0,0.13656960725784303,0.43224650621414185,0.5688161134719849
118.74054520821424,35.47817260896955,0.0,0.0,0.21496696025133133,0.21496696025133133
118.72034431087769,35.51195736888308,0.0,0.06288535072730682,0.0,0.06288535072730682
116.31905651496275,34.8388825782679,0.0,0.07882300658228007,0.0,0.07882300658228007
116.6564573018098,35.578162754940664,0.0,0.09419825699806639,0.0,0.09419825699806639
119.81737309583599,36.064145566939885,0.25527165661508383,0.0,0.0,0.25527165661508383
119.81606911381995,35.977379116986825,0.0,0.12740140938503347,0.0,0.12740140938503347
119.79645721797618,36.043597607540136,0.0,0.12386507987976075,0.2301972806453705,0.3540623605251313
119.78571751425376,36.04487313991883,0.1846907615661621,0.06515166759490967,0.0,0.24984242916107177
119.7638776627081,35.97727663940562,0.0,0.07558696312424393,0.0,0.07558696312424393
117.99527900597177,36.68192189138509,0.2115782816647766,0.0,0.0,0.2115782816647766
117.95037915578395,36.757831039709075,0.0,0.12052174979980629,0.0,0.12052174979980629
118.01818054112003,36.75710613797165,0.0,0.07607693709692248,0.0,0.07607693709692248
118.01921744050821,36.7541068033219,0.0,0.0,0.3393245339393616,0.3393245339393616
117.9831049937427,36.75542817575037,0.0,0.12772090357017032,0.24997538328170776,0.37769628685187806
118.33248180986766,37.77108984896105,0.0,0.12658963487637484,0.0,0.12658963487637484
118.33208613955392,37.778789639868094,0.0,0.09311200627139513,0.0,0.09311200627139513
117.98164998164548,34.665698007778055,0.0,0.0878859572140686,0.0,0.0878859572140686
115.819649569072,37.0184723484518,0.0,0.0703900754714021,0.0,0.0703900754714021
117.61892215250485,37.422959876935835,0.18314414212456875,0.0,0.0,0.18314414212456875
117.63026558590667,37.42156279892248,0.0,0.10097626681405501,0.0,0.10097626681405501
117.670752651547,37.392360660978035,0.0,0.07938065364227014,0.0,0.07938065364227014
120.91628485801485,37.48165559207156,0.0,0.1349206451989944,0.0,0.1349206451989944
120.90820898356203,37.57827985826652,0.0,0.12707281064222203,0.0,0.12707281064222203
119.46398619319005,36.867621448211494,0.0,0.1936875581741333,0.4458329379558563,0.6395204961299896
119.42087918919923,36.87010420926719,0.0,0.13155560507914005,0.0,0.13155560507914005
119.51791455612229,36.83178770282072,0.0,0.0608426678894051,0.0,0.0608426678894051
119.42707150499554,36.8756219472494,0.0,0.060151857861544866,0.0,0.060151857861544866
118.77835817367587,36.943934290216305,0.2118243033562468,0.0,0.0,0.2118243033562468
118.79153344367404,36.942123895398396,0.0,0.19954762458801273,0.2362231910228729,0.4357708156108856
118.78054589764079,36.942410118138234,0.0,0.27542093062105083,0.4904607832431793,0.7658817138642302
118.78685433135652,36.94220439063699,0.0,0.19605925083160403,0.169528529047966,0.36558777987957003
118.79748244575428,36.937767233650234,0.0,0.12970462928903256,0.0,0.12970462928903256
118.77006715874215,36.93544892757326,0.27277915477752684,0.16316005585244647,0.0,0.4359392106299733
118.7660840656619,36.89444195216971,0.0,0.17643108367919924,0.44696691632270813,0.6233980000019074
